cluster_name,fe_h,mg_fe,mg_pred,mg_resid,mg_zscore,off_locus,age_gyr,age_bin,C_O_std,ra_cl,dec_cl,dist_cl,si_fe,al_fe,ba_fe,eu_fe,mn_fe,ni_fe
ASCC_79,0.0628442510117647,-0.0044710821882352,0.0040025855669323,-0.0084736677551676,-0.2598668374459454,False,0.0186208705488312,<0.1,0.133,229.731,-60.798,0.8503401360544218,0.0656229478235294,0.0966974754117647,-0.0138014061376452,0.1358521282672882,0.0526899807155132,0.059971697628498
ASCC_85,-0.00553876775,-0.0157865579999999,0.0116367783340954,-0.0274233363340954,-0.8410072109579495,False,0.0707945628925188,<0.1,0.124,251.853,-45.555,0.8936550491510277,0.04155399375,0.05364668025,-0.0009780069813132,0.1309016793966293,-0.0185069795697927,0.0702328905463218
ASCC_87,-0.1237876734485714,0.0550668831428571,0.0294891143005175,0.0255777688423395,0.7844081323496142,False,0.0831763917221371,<0.1,0.1325,255.658,-28.421,0.7874015748031495,0.1060798147142857,0.0796406299142857,0.1173843070864677,0.1097769737243652,-0.0399529710412025,0.0738245770335197
ASCC_97,-0.0141206641999999,0.0012590351199999,0.0127340556806981,-0.0114750205606981,-0.3519110483081277,False,0.1122018947073786,0.1-0.3,0.0926,279.263,-19.139,0.5747126436781609,0.0632795166,0.0199664552,-0.0055359425023198,0.0527283847332,-0.0094586703926324,0.0570113733410835
ASCC_99,-0.1007427756363636,0.0581439199999999,0.0255475761603246,0.0325963438396753,0.9996508041929304,False,0.3548135450617081,0.3-0.5,0.1499,282.17,-18.488,0.297000297000297,0.0829794547272727,0.1204785210363636,0.1511311680078506,0.2156623303890228,-0.0345326103270053,0.0560285411775112
Alessi_13,-0.0382291283333333,0.0617967126666666,0.0159826527185438,0.0458140599481227,1.4050060980992567,False,0.0354813545061708,<0.1,0.1365,51.762,-35.821,0.10434056761268781,0.053066126,0.1331154983333333,-0.0942191258072853,,-0.0756058171391487,0.037156268954277
Alessi_15,-0.1166619915,0.0040090905,0.0282464494102564,-0.0242373589102564,-0.7433010108532424,False,0.0338844319835388,<0.1,0.0122,100.767,1.672,10.75268817204301,0.0554128192499999,0.05691280625,0.2426262199878692,0.3141284883022308,0.0195886939764022,0.016780013218522
Alessi_24,-0.1884406533555844,0.1025647699324675,0.0417421601243904,0.060822609808077,1.8652819195553856,False,0.0724436182787123,<0.1,0.1751,260.764,-62.693,0.4856726566294317,0.1259599882324675,0.095424510293421,-0.009439093992114,0.2023493200540542,-0.0714960098266601,0.0617458187043666
Alessi_43,-0.05091663375,-0.0155684456833333,0.0177906755932376,-0.0333591212765709,-1.0230433380906985,False,0.0114815347022194,<0.1,0.13,132.631,-41.738,0.9689922480620154,0.0254156909858333,0.0270647980333333,0.1060376539826393,0.1838312149047851,-0.0306418091058731,0.0141696156933903
Alessi_5,-0.0453726884999999,0.0272440434083333,0.0169922934039792,0.0102517500043541,0.3143963073479325,False,0.0676082856622264,<0.1,0.0862,160.819,-61.081,0.39984006397441024,0.0966496186333333,0.0842339751083333,0.0548818968236446,0.1903991848230362,-0.014393669553101,0.063060276210308
Alessi_59,-0.2104325,0.0322825005,0.0463116507031236,-0.0140291502031236,-0.4302400094830883,False,,,0.0984,103.078,2.196,4.405286343612334,0.0857489987166666,0.0933163843333333,0.2902962267398834,0.254410982131958,-0.0268501192331314,0.0272939633578062
Alessi_8,0.1255209598,0.0144287197999999,-0.0012633292763965,0.0156920490763965,0.4812370846193337,False,0.1174896729347291,0.1-0.3,0.0928,232.408,-51.227,0.676132521974307,0.0640213776999999,0.132160454,-0.1225261092185974,0.1705086827278137,0.0679346919059753,0.0813052132725715
Alessi_9,-0.085018236,0.0617585171999999,0.022986576177925,0.0387719410220749,1.1890413910673758,False,0.2818381693478142,0.1-0.3,0.1354,265.974,-47.028,0.20738282870178348,0.1064274604,0.114316408,0.0904152542352676,0.1336796879768371,-0.0867733582854271,0.0624458491802215
