cluster,alpha_raw,alpha_int,sproc_raw,sproc_int
Ferrero_11,0.04005845045553433,0.030819219272838698,0.1619657418939763,0.1513154536158699
Graham_1,0.06607370005029774,0.06280276684898153,0.21652557675612596,0.21218895896059373
Gulliver_1,0.09742980136977794,0.09446600585984274,0.17491116337438412,0.16502729386844597
Gulliver_13,0.065423108320215,0.05800176548741488,0.28196280872290236,0.2716424806136917
Gulliver_14,0.051233730968807914,0.044903267162038046,0.16163803025608428,0.14932934301035003
Gulliver_27,0.05828354497546881,0.04825812785686742,0.17553620256394714,0.15669349464278318
Gulliver_32,0.10114657734483415,0.09636099835551701,0.170229493473329,0.15132413807412154
Gulliver_34,0.06359344683889112,0.058558238532046544,0.2881328295592742,0.28262987585555877
Gulliver_35,0.05453952011981883,0.05031929612241832,0.20422696160199172,0.1974294682886413
Gulliver_36,0.058484949732551056,0.047013127098748955,0.17954269716839283,0.1649390752613474
Gulliver_39,0.05545679283160143,0.04843957133747645,0.12823326296732204,0.10942898789286394
Gulliver_40,0.060032772283954455,0.052990482514922284,0.24688075198959264,0.23678034632355963
Gulliver_41,0.07296231738138134,0.06991195289368929,0.17132616219201244,0.1636270344305486
Gulliver_46,0.04595106400172841,0.03427971973992275,0.16248925738854217,0.1471986221436487
Gulliver_50,0.04312678808371181,0.026831019312023106,0.21109400936674858,0.197259415178354
Gulliver_52,0.04933605321956451,0.04237897537706865,0.2748264755208895,0.26743899217850337
Gulliver_58,0.05451979096464351,0.04928433642626025,0.20957482497390595,0.20155098546790792
Gulliver_7,0.05126792376183177,0.04646231798852378,0.10531688671904892,0.09457642637748345
Gulliver_9,0.13284867467978603,0.1306769329392764,0.17433520075332887,0.16658106425057917
Haffner_21,0.04935296034035786,0.037726352045145,0.24240889957761536,0.23287550984151864
Haffner_26,0.05492130040832696,0.04890957769961442,0.21692791747715234,0.2085875577992502
Haffner_9,0.08431902893303514,0.08118378500829397,0.23134197333630793,0.22489015446747848
Harvard_13,0.07923714911328744,0.07670489662409574,0.1592165637267769,0.1526056913431758
Hogg_10,0.09687226154609543,0.0946223190170272,0.16368542085713877,0.15591193553567886
Hogg_17,0.042982554188133446,0.03759526628209856,0.20849374962703215,0.2023293002858343
Hogg_18,0.0964073091370592,0.09382512151225908,0.1466707595082614,0.13680453747306404
Hogg_21,0.05917551014968299,0.04784178539866596,0.12601880732700027,0.10231727627046705
Hogg_4,0.0704796555920138,0.06745810382172215,0.2570468136924751,0.2520499987063865
IC_2391,0.052757953736064275,0.045483860935828194,0.24061153962205045,0.23201423115150496
IC_2395,0.08289694629606442,0.07717778710265658,0.27506006909268366,0.26659517720500403
